nombre_materia,codigo_materia,creditos_teoricos,creditos_practicos
LABORATORIO AUDIO ANALÓGICO Y DIGITAL,PRTEL01917L,0,2
LABORATORIO CONTROL PROGRAMABLE,PRTEL01859L,0,4
LABORATORIO DE ACCIONAMIENTOS INDUSTRIALES,PRTEL02592,0,2
LABORATORIO DE AUTÓMATAS PROGRAMABLES,PRTEL02550,0,3
LABORATORIO DE AUTOMATIZACIÓN AVANZADA,PRTEL02915,0,3
Laboratorio de Caracterización I,FIMCP002782,0,0
LABORATORIO DE CONTROL AUTOMÁTICO,PRTEL02618,0,2
LABORATORIO DE CONTROLES  INDUSTRIALES ELÉCTRICOS,FIEC00281,0,3
LABORATORIO DE ELECTRÓNICA A,FIEC01099,0,3
LABORATORIO DE ELECTRÓNICA B,FIEC01347,0,3
LABORATORIO DE ELECTRÓNICA DE POTENCIA,FIEC03145,0,3
LABORATORIO DE ENERGÍA Y FLUÍDOS,FIMP02741,1,2
LABORATORIO DE FÍSICA B,ICF01123,0,2
LABORATORIO DE FÍSICA C,ICF01149,0,2
LABORATORIO DE FÍSICA D,ICF01164,0,2
LABORATORIO DE FÍSICA GENERAL I,ICF00596,0,2
LABORATORIO DE FÍSICA GENERAL II,ICF00604,0,2
LABORATORIO DE INSTRUMENTACIÓN AVANZADA,PRTEL02576,0,3
LABORATORIO DE MAQUINARIA ELÉCTRICA,FIEC03251,0,3
LABORATORIO DE OPERACIONES UNITARIAS I,ICQ01123,0,4
LABORATORIO DE OPERACIONES UNITARIAS II,ICQ01073,0,4
LABORATORIO DE REDES ELÉCTRICAS,FIEC01800,0,3
LABORATORIO DE SISTEMAS DE POTENCIA,FIEC01503,0,3
LABORATORIO DE SISTEMAS DIGITALES,FIEC00679,0,3
LABORATORIO DE TELECOMUNICACIONES,FIEC05009,0,3
LABORATORIO DIBUJO MECANICO,FIMP02717L,0,2
LABORATORIO DIBUJO MECÁNICO (2005),PRTME01156L,0,4
LABORATORIO DIBUJO Y MATERIALES ELECTRICOS,PRTEL01628L,0,4
LABORATORIO ELECTRICIDAD I,PRTEL01677L,0,2
LABORATORIO ELECTRICIDAD II,PRTEL01701L,0,2
LABORATORIO ELECTRICIDAD III,PRTEL01727L,0,2
LABORATORIO ELECTRONICA ANALOGICA,PRTEL01768L,0,2
LABORATORIO ELECTRÓNICA BÁSICA (2005),PRTME01164L,0,2
LABORATORIO ELECTRÓNICA DE POTENCIA,PRTEL01800L,0,2
LABORATORIO ELECTRONICA DE TELECOMUNICACIONES,PRTEL01958L,0,2
LABORATORIO ELECTRONICA DIGITAL,PRTEL01776L,0,2
LABORATORIO ESTIMACION DE COSTOS,PRTME00646L,0,2
LABORATORIO FÍSICA A,ICF00687L,0,1
LABORATORIO FÍSICA B,ICF00695L,0,1
LABORATORIO FÍSICA C,ICF00703L,0,1
LABORATORIO FÍSICA D,ICF00711L,0,1
LABORATORIO FISICA GENERAL I,ICF00562L,0,1
LABORATORIO FISICA GENERAL II,ICF00570L,0,1
LABORATORIO FISICA III,ICF00497L,0,1
LABORATORIO ILUMINACIÓN Y CLIMATIZACIÓN,PRTEL01834L,0,2
LABORATORIO INSTALACIONES ELECTRICAS,PRTEL01792L,0,2
LABORATORIO INSTALACIONES INDUSTRIALES(2006),PRTEL01867L,0,2
LABORATORIO INSTRUMENTACION,PRTEL01842L,0,2
LABORATORIO INSTRUMENTACION VIRTUAL,PRTEL02683L,0,2
LABORATORIO INTRODUCCION A LA SEGURIDAD TELEMATICA,PRTEL02675L,0,2
LABORATORIO INTRODUCCIÓN A LAS TELECOMUNICACIONES(2006),PRTEL01909L,0,2
LABORATORIO MANIOBRA Y GOBIERNO B/P,PRTP01230L,0,2
LABORATORIO MANTENIMIENTO DE MAQUINARIA ELÉCTRICA,PRTEL01826L,0,4
LABORATORIO MANTENIMIENTO MECÁNICO I (2006),PRTME01222L,0,2
LABORATORIO MANTENIMIENTO MECÁNICO III (2006),PRTME01248L,0,2
LABORATORIO MAQUINARIA Y CONTROLES ELÉCTRICOS I,PRTEL01735L,0,2
LABORATORIO MAQUINARIA Y CONTROLES ELECTRICOS II,PRTEL01784L,0,2
LABORATORIO MAQUINAS ELECTRICAS (2006),PRTEL01883L,0,2
LABORATORIO MATERIALES,PRTME00497L,0,2
LABORATORIO MECANICA APLICADA,PRTME00729L,0,1
LABORATORIO MEDICIONES ELÉCTRICAS (2006),PRTEL02071L,0,2
LABORATORIO MICROCOMPUTADORES (2006),PRTEL02089L,0,2
LABORATORIO MICROCONTROLADORES (2006),PRTEL01818L,0,2
LABORATORIO MODULACION ANALOGICA Y DIGITAL,PRTEL01966L,0,1
LABORATORIO OLEOHID. Y NEUMATICA,PRTME00778L,0,2
LABORATORIO PETRÓLEOS,FICT03970,0,4
LABORATORIO PLANEACIÓN Y CONTROL (PRTMEC 2006),PRTME01255L,0,2
LABORATORIO PROBLEMAS TECNOLÓGICOS I,PRTEL01669L,0,2
LABORATORIO PROBLEMAS TECNOLOGICOS II,PRTEL01693L,0,2
LABORATORIO PROBLEMAS TECNOLÓGICOS III,PRTEL01719L,0,2
LABORATORIO PROCESOS DE MANUFACTURA II,PRTME00513L,0,4
LABORATORIO PROGRAMACIÓN ORIENTADA A OBJETOS,PRTEL01578L,0,1
LABORATORIO QUÍMICA,ICQ00356L,0,1
LABORATORIO QUÍMICA GENERAL I (B),ICQ00018L,0,1
LABORATORIO QUIMICA GENERAL II (B),ICQ00026L,0,1
LABORATORIO QUÍMICA ORGÁNICA,ICQ00141L,0,1
LABORATORIO REDES AVANZADAS,PRTEL02063L,0,2
LABORATORIO REDES DE DATOS (2006),PRTEL01891L,0,2
LABORATORIO SEGURIDAD Y TALLER ELÉCTRICO,PRTEL01545L,0,4
LABORATORIO SISTEMAS DE AUDIO Y VIDEO,PRTEL01982L,0,2
LABORATORIO SISTEMAS DE AYUDA A LA NAVEGACIÓN,PRTEL02022L,0,2
LABORATORIO SISTEMAS DE EXTRACCIÓN DE CONTAMINANTES,PRTME01313L,0,2
LABORATORIO SISTEMAS DE POTENCIA,PRTEL01875L,0,0
LABORATORIO SISTEMAS DE RADIOFRECUENCIA,PRTEL01933L,0,2
LABORATORIO SISTEMAS DE SOPORTE,PRTEL01974L,0,2
LABORATORIO SISTEMAS DE TELEFONÍA FIJA,PRTEL01990L,0,2
LABORATORIO SISTEMAS DE TELEFONIA MOVIL,PRTEL02048L,0,2
LABORATORIO SISTEMAS INALAMBRICOS,PRTEL02055L,0,2
LABORATORIO SISTEMAS OPERATIVOS,PRTEL02014L,0,2
LABORATORIO SISTEMAS SATELITALES Y DE FIBRA OPTICA,PRTEL02006L,0,2
LABORATORIO SISTEMAS Y EQUIPOS DE PESCA I,PRTP01529L,0,3
LABORATORIO TÉCNICA EMPRESARIAL (2006),PRTEL01750L,0,0
LABORATORIO TECNOLOGÍA DE ALIMENTOS I (2005),PRTAL00992L,0,3
LABORATORIO TECNOLÓGICO,FICT04051,0,4
LABORATORIO VIDEO ANALOGICO Y DIGITAL,PRTEL01941L,0,2
LAB. QUÍMICA,ICQ00430L,0,1
LAB. QUÍMICA,ICQ00430,0,1
LAB. QUÍMICA ANALÍTICA (INQ),ICQ00943,0,2
LAB. QUÍMICA GENERAL I,ICQ00414L,0,1
LAB.QUÍMICA GENERAL I,ICQ00414,0,2
LAB. QUÍMICA GENERAL II,ICQ00422L,0,1
LAB. QUÍMICA GENERAL II,ICQ00422,0,2
LAB. QUÍMICA INORGÁNICA (INQ 2005),ICQ00935,0,2
LAB. QUÍMICA ORGÁNICA,ICQ00448,0,2
LAB. QUÍMICA ORGÁNICA,ICQ00448L,0,1
LA NARRACIÓN EN LA POSTPRODUCCIÓN,EDCOM001255,0,0
LegislaciÃ³n Ecuatoriana,FIMCP003111,0,0
LEGISLACION ACUICOLA,FMAR02345,3,0
LEGISLACIÓN DE ALIMENTOS,FIMP06338,3,0
LEGISLACIÓN DE LAS TELECOMUNICACIONES,PRTEL02030,3,0
LEGISLACION EMPRESARIAL,FIMP04424,3,0
LEGISLACIÓN LABORAL,ICHE00463,4,0
LEGISLACIÓN MINERA Y AMBIENTAL,FICT03657,4,0
LEGISLACION PROFESIONAL,FICT03293,3,0
LEGISLACIÓN TURÍSTICA,FMAR03657,4,0
LEGISLACIÓN TURÍSTICA Y AMBIENTAL,FMAR04390,4,0
LEGISLACION Y CLIMA,FIMCM000612,0,0
LEGISLACIÓN  Y POLÍTICA PETROLERA,ICHE00398,4,0
LEGISLACIÓN Y PRÁCT. TRIBUTARIA (AUDIT.),ICM01669,4,0
LEGISLAC.MARIT.Y PESQ.,PRTP01271,2,0
LENG.PROG.COMERCIAL,PRTCO01222,2,2
LENGUAJE NORMATIVO(TJ),PRTCO01859,0,0
LENGUAJES DE PROGRAMACIÓN,FIEC01552,4,0
Lenguajes y estándares de la web,EDCOM000919,0,0
Lenguaje y comunicaciones,FIEC002188,0,0
Lengua, Sociedad y Educación,ICHE001420,0,0
LIDERAZGO,FMAR03681,3,0
Liderazgo Educativo,ICHE001511,0,0
LIDERAZGO ESTRATEGICO,ICHE001206,0,0
LIDERAZGO(IAPI),FIMP05041,3,0
LIDERAZGO PARA EL CAMBIO,PRTCO02683,3,0
LIDERAZGO Y COMUNICACIÓN,ICHE04382,3,0
LIMNOLOGÍA,FMAR01628,3,0
LÍNEAS DE TRANSMISIÓN Y SUBESTACIONES,FIEC01768,4,0
Lingüística de la Lengua Inglesa,ICHE001362,0,0
LogÃ­stica Integrada y Cadena de Abastecimiento,FCNM000224,0,0
LOGÍSTICA,FIMP06445,4,0
LOGÍSTICA EN REVERSA,ICM02709,4,0
LOGÍSTICA EN SERVICIOS,ICM02691,4,0
LOGÍSTICA I,ICM02444,5,0
LOGÍSTICA II,FIMP08144,5,0
LOGÍSTICA INTERNACIONAL Y ADUANA,ICM02592,5,0
LOGISTICA Y OPERACIONES,ICHE001149,0,0
LOGÍSTICA Y TRANSPORTE,ICHE04911,4,0
LOGÍSTICA Y TRANSPORTE INTERNACIONAL,ICHE02881,3,0
LOS BIOPRODUCTOS Y EL CONTROL DE ENFERMEDADES DE LAS PLANTAS,FIMP08326,3,0
LOS ORÍGENES DE LA DOMESTIC.PLANTAS Y LOS SIST.AGRÍC.NUEVO MUNDO,ICHE04952,3,1
LUBRICACIÓN Y LUBRICANTES,FIMP07443,3,0
MACROECONOMÍA,ICHE00604,4,0
MACROECONOMÍA,ICHE001545,0,0
MACROECONOMIA DINAMICA,ICHE02337,3,0
MACROECONOMÍA I,ICHE01537,4,0
MACROECONOMIA II,ICHE01560,4,0
MACROECONOMÍA III,ICHE04770,3,0
MACROECONOMÖA AVANZADA,ICHE03640,3,0
MALEZAS(IP),FIMP04622,2,1
MALEZAS (TA),FIMP07328,3,1
MANAGEMENT,ICHE03723,3,0
MANAGEMENT AND INTERNATIONAL BUSINESS,ICHE03806,4,0
MANAGEMENT CONTROL,ICHE04028,4,0
MANAGEMENT INFORMATION SYSTEM,ICHE04002,4,0
MANDARÍN BASICO A,CELEX00265,3,0
MANEJO ACUICOLA,PRTP01255,3,2
MANEJO ACUÍCOLA I,PRTP01560L,0,2
MANEJO ACUÍCOLA I,PRTP01560,4,0
MANEJO ACUÍCOLA II,PRTP01594,3,2
MANEJO ACUÍCOLA II,PRTP01594L,0,2
MANEJO AMBIENTAL,FMAR04887,3,0
MANEJO DE HUMEDALES I,FMAR03939,3,0
MANEJO DE HUMEDALES I,FMAR03939L,0,1
MANEJO DE HUMEDALES II,FMAR03970,3,1
MANEJO DE RECURSOS FINANCIEROS,FMAR03558,4,0
MANEJO DE RECURSOS NATURALES,FIMCM000679,0,0
MANEJO DESECHOS PELIGROSOS,FIMP07161,3,0
MANEJO DE SUELOS,FMAR04549,3,0
MANEJO ECOLÓGICO DE PLAGAS,FIMP08011,2,2
MANEJO INTEGRADO DE PLAGAS (TA),FIMP07369,2,2
MANEJO INTEGRAD. PLAGAS,FIMP06189,3,1
MANEJO RECURSOS NATURALES,FMAR03699,4,1
MANEJO RECURSOS NATURALES,FMAR02592,4,0
MANIOBRA Y GOBIERNO B/P,PRTP01230,3,2
MANIP.ESTIBA CAPTURA,PRTP01396,0,0
MANIPULACIÓN Y ESTIBA DE CAPTURA,PRTP01396L,0,2
MANIPULACIÓN Y TRANSPORTE DE ALIMENTOS,FIMP06510,3,0
MANIPUL.ALMAC.MATERIALES,FIMP05397,3,0
MANIPULEO Y CONSERVACION,FMAR01941,3,2
MANJ.Y APLICAC.PROD.AGROP.(IP),FIMP04978,2,1
MANTENIMIENTO DE COMPUTADORES,PRTCO03103,0,4
MANTENIMIENTO DE MAQUINARIA ELÉCTRICA,PRTEL01826,0,4
MANTENIMIENTO I,PRTME00596,2,4
MANTENIMIENTO II,PRTME00653,3,3
MANTENIMIENTO III,PRTME00703,3,4
MANTENIMIENTO INDUSTRIAL,FIMP03947,4,0
MANTENIMIENTO MECÁNICO I (2006),PRTME01222,0,0
MANTENIMIENTO MECÁNICO II (2006),PRTME01230L,0,2
MANTENIMIENTO MECÁNICO II (2006),PRTME01230,2,2
MANTENIMIENTO MECÁNICO III (2006),PRTME01248,2,2
MANTENIMIENTO PREVENTIVO TOTAL,FIMP06494,3,0
MANTENIMIENTO Y SEGURIDAD INDUSTRIAL,FIEC04317,4,0
MANTENIM. Y REPARAC.NAVAL(INR),FMAR03236,3,0
MANTEN.Y REPAR. MAQ. I (1998),PRTEL00653,1,4
MANTEN.Y REPAR.MAQ. II (1998),PRTEL00661,1,6
MANTEN.Y SEGURIDAD,FMAR02428,3,0
MANT.MAQ.Y SEGURIDAD,FIMP01073,2,1
MAQ.RIEGO Y DRENAJE,FIMP04119,3,0
MAQ.TRANSP.ELEVACION,FIMP04077,3,0
MAQUINAR. ELECTRICA III (FP),FIEC01511,4,0
MAQUINARIA AGRÍCOLA,FIMP08631,1,2
MAQUINARIA AGRICOLA I,FIMP04168,0,3
MAQUINARIA AGROINDUSTRIAL,FIMP08649,0,4
MAQUINARIA E INSTRUMENTOS DE PLANTA,PRTP01537,3,0
MAQUINARIA E INSTRUMENTOS DE PLANTA,PRTP01537L,0,1
MAQUINARIA  ELÉCTRICA I,FIEC00133,5,0
MAQUINARIA ELÉCTRICA II,FIEC00166,5,0
MAQUINARIA ELÉCTRICA Y TRANSFORMADORES,FIEC05090,5,0
MAQUINARIA MARITIMA I,FMAR00083,4,1
MAQUINARIA MARÍTIMA II,FMAR00687,4,1
MAQUINARIA MINERA,FICT03574,4,0
MAQUINARIAS I (1998),PRTEL00638,3,5
MAQUINARIAS II (1998),PRTEL00646,4,4
MAQUINARIAS INSTALAC.HIDRAULICAS,FIMP04473,3,0
MAQUINARIA Y CONTROLES ELÉCTRICOS I,PRTEL01735,2,2
MAQUINARIA Y CONTROLES ELÉCTRICOS II,PRTEL01784,2,0
MAQUINAR.INSTRUM.MEDIC.,PRTAL00802,3,2
MAQUINAS ELECTRICA(1998),PRTEL00513,3,4
MÁQUINAS ELÉCTRICAS (2006),PRTEL01883,2,0
MAQUINAS HIDRA/NEUM.,FICT02766,4,0
MARCO LEGAL EMPRESARIAL,ICHE00927,4,0
Marco Legal y Relaciones Laborales,ICHE002303,0,0
MARCO REGULATORIO DE LAS TELECOMUNICACIONES,FIEC05348,4,0
MARCO REGULATORIO (SIST.MOD.TELEC.),PRTEL00885,2,1
MARICULTURA,FMAR02386,3,2
MARICULTURE,FMAR04747,3,0
MARINERIA,PRTP01180,3,0
MARINERÍA,PRTP01180L,0,2
MARITIME DEVELOPMENT OF ECUADOR,FMAR04531,4,0
MARKETING,ICHE04838,4,0
MARKETING,ICHE02550,4,0
MARKETING,PRTCO02402,4,0
MARKETING1,ESPAE001560,0,0
MARKETING2,ESPAE001586,0,0
MARKETING AND PUBLICITY,ICHE03814,4,0
MARKETING E INVESTIGACIÓN DE MERCADOS DE PRODUCTOS AGRÍCOLAS,FIMP08334,4,0
MARKETING ELECTRONICO,FIEC001875,0,0
MARKETING ESTRATEGICO,ICHE02188,3,0
MARKETING FINANCIERO,ICHE02162,3,0
MARKETING I,FMAR03624,4,0
MARKETING II,FMAR03673,4,0
MARKETING INDUSTRIAL,ICHE02113,3,0
MARKETING INTERNACIONAL,ICHE02154,3,0
MARKETING (LAT),ICHE04077,4,0
MARKETING MANAGEMENT,ICHE03764,4,0
MARKETING PARA DESARROLLADORES DE SOFTWARE,FIEC06098,4,0
MARKETING POLÍTICO,ICHE04564,4,0
MARKETING PRODUCCIÓN FINANCIEROS,ICHE02915,3,0
MARKETING RESEARCH,ICHE03988,4,0
MARKETING SERVICIO,ICHE02022,4,0
MARKETING STRATEGY,ICHE04432,4,0
MARKETING Y GESTIÓN EMPRESARIAL,ICHE04671,4,0
MATEMÁT. APLICADAS I  (2004) TA,FIMP07211,3,2
MATEMÁT. APLICADAS II (2004)TA,FIMP07245,3,2
MATEMÁTICA FINANCIERA (TURISMO),ICM01735,4,0
MATEMATICAS,FIMP00851,2,0
MATEMÁTICAS 0B,ICM01875,5,0
MATEMÁTICAS (2006),PRTME01206,4,0
MATEMÁTICAS ACTUARIALES,ICM01271,4,0
MATEMATICAS ACTUARIALES AVANZADAS(ELECT.,ICM01750,4,0
MATEMÁTICAS ACTUARIALES II,ICM02147,4,0
MATEMATICAS-ALIMENTOS,PRTAL00380,5,0
MATEMÁTICAS APLICADAS,ICM02261,4,0
MATEMÁTICAS APLICADAS,PRTCO02394,4,0
MATEMÁTICAS APLICADAS,FIMP08532,2,2
MATEMÁTICAS APLICADAS (2005),ICM02394,4,0
MATEMÁTICAS AVANZADAS (F),ICM00471,4,0
MATEMÁTICAS DISCRETAS (IEC),ICM00901,4,0
MATEMÁTICAS FINANCIERAS,ICM01263,4,0
MATEMÁTICAS FINANCIERAS,PRTCO03020,4,0
MATEMÁTICAS FINANCIERAS (LAT),PRTCO02865,4,0
MATEMÁTICAS GENERAL,FIMP08516,2,2
MATEMÁTICAS I,ICM02287,4,0
MATEMATICAS I (1998),PRTEL00489,3,1
MATEMATICAS I(95/2),PRTCO01099,4,0
MATEMÁTICAS I (AUDIT.),ICM01479,4,0
MATEMATICAS II (1998),PRTEL00521,4,2
MATEMATICAS II 95/2,PRTCO01008,4,0
MATEMATICAS II (ACUICULTURA),ICM00430,5,0
MATEMÁTICAS I (IAL-IAGR-IAC),ICM01768,5,0
MATEMÁTICAS II (ALIM.AGROP.ACUI.),ICM01776,5,0
MATEMÁTICAS II (AUDIT.),ICM01487,5,0
MATEMÁTICAS III (AUDIT.),ICM01495,5,0
MATEMATICAS III(IAL),ICM01396,5,0
MATEMÁTICAS IV (AUDIT.),ICM01503,5,0
Matemáticas para economista,ICHE002113,0,0
MATEMÁTICAS PARA TECNÓLOGOS PETROLEROS I,ICM02824,4,0
MATEMÁTICAS PARA TECNÓLOGOS PETROLEROS II,ICM02832,0,0
MATEMATICAS SUPERIORES,ICM00802,4,0
MATEMÁTICAS SUPERIORES PARA GEOCIENCIAS,FICT03673,5,0
MATEMATICAS (T. MECANICA)-,PRTME00422,6,0
MATERIA INTEGRADORA BIOLOGÍA,FMAR05322,3,0
MATERIA INTEGRADORA ECONOMÍA CON MENCIÓN  EN GESTIÓN EMPRESARIAL,ICHE05009,3,0
MATERIA INTEGRADORA ELECTRÓNICA Y AUTOMATIZACIÓN INDUSTRIAL,FIEC07112,3,0
MATERIA INTEGRADORA INGENIERÍA AGRÍCOLA Y BIOLÓGICA,FIMP08821,3,0
MATERIA INTEGRADORA INGENIERÍA CIVIL,FICT04341,3,0
MATERIA INTEGRADORA INGENIERÍA COMERCIAL Y EMPRESARIAL,ICHE04994,3,0
MATERIA INTEGRADORA INGENIERÍA DE MINAS,FICT04317,3,0
MATERIA INTEGRADORA INGENIERÍA EN ACUICULTURA,FMAR05280,3,0
MATERIA INTEGRADORA INGENIERÍA EN ALIMENTOS,FIMP08813,3,0
MATERIA INTEGRADORA INGENIERÍA EN AUDITORÍA Y CONTADURÍA PÚBLICA AUTORIZADA,ICM02949,3,0
MATERIA INTEGRADORA INGENIERÍA EN  CIENCIAS COMPUTACIONALES,FIEC07120,3,0
MATERIA INTEGRADORA INGENIERÍA EN ELECTRICIDAD ESPECIALIZACIÓN POTENCIA,FIEC07088,3,0
MATERIA INTEGRADORA INGENIERÍA EN ELECTRÓNICA Y TELECOMUNICACIONES,FIEC07070,3,0
MATERIA INTEGRADORA INGENIERÍA EN ESTADÍSTICA INFORMÁTICA,ICM02956,3,0
MATERIA INTEGRADORA INGENIERÍA EN GEOLOGÍA,FICT04333,3,0
MATERIA INTEGRADORA INGENIERÍA EN LOGÍSTICA Y TRANSPORTE,ICM02964,3,0
MATERIA INTEGRADORA INGENIERÍA EN MARKETING COMUNICACIÓN Y VENTAS,ICHE05025,3,0
MATERIA INTEGRADORA INGENIERÍA EN NEGOCIOS INTERNACIONALES,ICHE05017,3,0
MATERIA INTEGRADORA INGENIERÍA EN PETRÓLEO,FICT04325,3,0
MATERIA INTEGRADORA INGENIERÍA EN TELEMÁTICA,FIEC07096,3,0
MATERIA INTEGRADORA INGENIERÍA MECÁNICA,FIMP08839,3,0
MATERIA INTEGRADORA INGENIERÍA NAVAL,FMAR05314,3,0
MATERIA INTEGRADORA INGENIERÍA OCEÁNICA Y CIENCAS AMBIENTALES,FMAR05298,3,0
MATERIA INTEGRADORA INGENIERÍA QUÍMICA,ICQ01248,3,0
MATERIA INTEGRADORA INGENIERÍA Y ADMINISTRACIÓN DE LA PRODUCCIÓN INDUSTRIAL,FIMP08805,3,0
MATERIA INTEGRADORA LICENCIATURA EN COMUNICACIÓN SOCIAL,EDCOM01511,3,0
MATERIA INTEGRADORA LICENCIATURA EN DISEÑO GRÁFICO Y PUBLICITARIO,EDCOM01495,3,0
MATERIA INTEGRADORA LICENCIATURA EN DISEÑO WEB Y APLICACIONES MULTIMEDIA,EDCOM01529,3,0
MATERIA INTEGRADORA LICENCIATURA EN DISEÑO Y PRODUCCIÓN AUDIOVISUAL,EDCOM01503,3,0
MATERIA INTEGRADORA LICENCIATURA EN NUTRICIÓN,PRTAL01339,3,0
MATERIA INTEGRADORA LICENCIATURA EN REDES Y SISTEMAS OPERATIVOS,FIEC07104,3,0
MATERIA INTEGRADORA LICENCIATURA EN SISTEMAS DE INFORMACIÓN,FIEC07062,3,0
MATERIA INTEGRADORA LICENCIATURA EN TURISMO,FMAR05306,3,0
MATERIALES,PRTME00497,3,0
MATERIALES DE INGENIERÍA,FIMP03921L,0,1
MATERIALES DE INGENIERÍA,FIMP03921,3,0
MATERIALES DE INGENIERÍA CIVIL,FICT03392,2,2
MATERIALES EN MEDIOS MARINOS,FMAR01347,4,0
MATERIALES INDUSTRIALES,FIMP05504L,0,1
MATERIALES INDUSTRIALES,FIMP05504,3,0
Materiales para la NanotecnologÃ­a,FIMCP002824,0,0
MATERIALES PLÁSTICOS,PRTME01289,3,3
MATERIALES PLÁSTICOS,PRTME01289L,0,3
MATERIA OPTATIVA,ESPAE002154,0,0
MÃ©todos EstadÃ­sticos,FIMCP002915,0,0
MECANICA APLICADA,PRTME00729,0,0
MECÁNICA DE FLUÍDOS,FICT01651,2,2
Mecánica de fluidos avanzada,FIMCP002337,0,0
MECÁNICA DE FLUÍDOS I,FIMP01388,3,1
MECÁNICA DE FLUIDOS II,FIMP01396,3,1
MECÁNICA DE MAQUINARIA I,FIMP03673,4,0
MECÁNICA DE MAQUINARIA II,FIMP03889,4,0
MECANICA DE ROCAS,FICT01057,2,2
MECANICA DE ROCAS APLICADA,FICT01842,2,2
MECANICA DE SOLIDOS,FIMP05553,3,0
MECÁNICA DE SÓLIDOS I,FIMP01404,3,1
MECÁNICA DE SÓLIDOS II,FIMP01412,4,0
MECÁNICA SUELOS I,FICT02881,2,2
MECÁNICA SUELOS II,FICT02923,2,2
MECANISMO DE DESARROLLO LIMPIO,FIMCM000695,0,0
MECANIZACIÓN AGRÍCOLA,FIMP07864,3,2
MECANIZACIÓN AGRÍCOLA,FIMP07864L,0,2
MECANIZACIÓN AGRÍCOLA II (TA),FIMP07310,2,3
MECANIZACIÓN AGRÍCOLA I (TA),FIMP07294,3,2
MECANIZ.AGRICOLA II (IP),FIMP05009,3,1
MECANZ.AGRICOL.I(IP),FIMP04945,3,1
MEC. DE SOLIDOS (GEOLG),FICT01685,4,0
MEC.SOLIDOS AVANZADA,FIMP03988,3,0
MEDIA STRATEGY & BTL,ICHE04465,4,0
MEDICIÓN DE MAGNITUDES ELÉCTRICAS EN SISTEMAS DE POTENCIA,FIEC05942,4,0
MEDICIONES ELÉCTRICAS (2006),PRTEL02071,2,2
MEDICIONES ELECTRICAS-TE,PRTEL00307,3,3
MEDICIONES ELECTRONICAS,PRTEL00174,3,3
MEDIDA Y PROBABILIDAD(2005),ICM02311,4,0
Medios de Pago,EDCOM001057,0,0
MEJORAMIENTO GENÉTICO,FMAR03954L,0,1
MEJORAMIENTO GENÉTICO,FMAR03954,4,0
MERCADEO,FMAR02402,3,0
MERCADEO DE SERVICIOS,ICHE02790,3,0
MERCADO DE VALORES,ICHE01669,4,0
MERCADOS FINANCIEROS,ICHE001057,0,0
MERCADOS FINANCIEROS,ICHE001818,0,0
Mercados Turísticos Mundiales,FIMCM000802,0,0
MERCADOS Y REGULACION(IC),ICHE02394,3,0
MERCADOTECNIA DE SERVICIOS DE SALUD,ESPAE001818,0,0
MERCADOTECNIA EN SEGUROS,ICM000869,0,0
METAHEURÍSTICAS Y REDES NEURONALES,ICM02527,4,0
METALURGIA EXTRACTIVA,FICT03616,3,1
METEOROLOGIA (OCEANOGRAFIA),FMAR00463,4,0
METEOROLOGIA Y OCEANOGRAFIA,PRTP00745,2,0
MÉT.ESTADÍST.PARA LA INDUSTRIA I,FIMP07781,4,0
MÉT.ESTADÍST.PARA LA INDUSTRIA II,FIMP07765,4,0
METODOLOGÃA DE INVESTIGACIÃN,EDCOM001313,0,0
MetodologÃ­a de la InvestigaciÃ³n,FIMCP003228,0,0
METODOLOGÍA DE DESARROLLO DE SOFTWARE,PRTCO03244,2,4
METODOLOGIA  DE LA INVESTIGACION,FIEC001834,0,0
METODOLOGIA DE LA INVESTIGACION,ESPAE001800,0,0
METODOLOGÍA DE LA INVESTIGACIÓN,FMAR04291,4,0
METODOLOGÍA DE LA INVESTIGACIÓN,FIMP07625,3,0
METODOLOGÍA DE LA INVESTIGACIÓN,FICT03509,2,1
METODOLOGÍA  PARA EL DESARROLLO DE NUEVOS PRODUCTOS,FIMP07633,3,0
Metodología y patrones de desarrollo de Software,EDCOM000927,0,0
MÉTODOS AVANZADOS DE INV. MERCADOS,ICHE03830,4,0
MÉTODOS CUANTITATIVOS I (Audit.),ICM02154,5,0
MÉTODOS CUANTITATIVOS II (Audit.),ICM02162,4,0
METODOS CUANTITATIVOS I (IC),ICHE02238,4,0
METODOS CUANTITATIVOS III,ICHE02345,4,0
MÉTODOS CUANTITATIVOS III (AUDIT),ICM02170,4,0
METODOS CUANTITATIVOS II(IC),ICHE02246,4,0
MÉTODOS CUANTITATIVOS IV,ICHE04788,4,0
MÉTODOS DE INVESTIGACIÓN APLICADOS A LA COMPUTACIÓN,FIEC06437,4,0
MÉTODOS ESTADÍSTICOS,FIMP07849,4,0
MÉTODOS ESTADÍSTICOS APLICADOS,FIMP07914,4,0
Métodos Estadísticos Aplicados a la Informática,EDCOM001008,0,0
MÉTODOS ESTADÍSTICOS APLICADOS I,FIMP08359,4,0
MÉTODOS ESTADÍSTICOS APLICADOS II,FIMP08342,4,0
Métodos Estadísticos en las Ciencias Computacionales,FIEC002204,0,0
MÉTODOS ESTADÍSTICOS I,ICHE04796,4,0
MÉTODOS ESTADÍSTICOS II,ICHE04804,4,0
MÉTODOS ESTADÍSTICOS III,ICHE04754,4,0
